Contrast,Pathway,FDR,Method,negativelog10FDR
X19O2NoCyA - X1O2PlusCyA,Diabetic cardiomyopathy,0.711769915,Combined,0.147660373
X1O2NoCyA - X1O2PlusCyA,Diabetic cardiomyopathy,0.981675283,Combined,0.008032144
X19O2NoCyA - X1O2NoCyA,Dilated cardiomyopathy,0.998118053,Combined,0.000818089
X19O2NoCyA - X1O2PlusCyA,Dilated cardiomyopathy,0.945663997,Combined,0.024263145
X1O2NoCyA - X1O2PlusCyA,Dilated cardiomyopathy,0.999794143,Combined,8.94E-05
X19O2NoCyA - X1O2NoCyA,DNA replication,0.994493759,Combined,0.002397938
X19O2NoCyA - X1O2PlusCyA,DNA replication,0.824632524,Combined,0.08373954
X1O2NoCyA - X1O2PlusCyA,DNA replication,0.844547433,Combined,0.073375954
X19O2NoCyA - X1O2NoCyA,Dopaminergic synapse,0.985242744,Combined,0.006456755
X19O2NoCyA - X1O2PlusCyA,Dopaminergic synapse,0.74309023,Combined,0.128958449
X1O2NoCyA - X1O2PlusCyA,Dopaminergic synapse,0.935347493,Combined,0.029027014
X19O2NoCyA - X1O2NoCyA,Drug metabolism - cytochrome P450,0.996958713,Combined,0.001322827
X19O2NoCyA - X1O2PlusCyA,Drug metabolism - cytochrome P450,0.916087985,Combined,0.038062813
X1O2NoCyA - X1O2PlusCyA,Drug metabolism - cytochrome P450,0.994185493,Combined,0.002532578
X19O2NoCyA - X1O2NoCyA,Drug metabolism - other enzymes,0.998237878,Combined,0.000765955
X19O2NoCyA - X1O2PlusCyA,Drug metabolism - other enzymes,0.903437103,Combined,0.044102078
X1O2NoCyA - X1O2PlusCyA,Drug metabolism - other enzymes,0.992308628,Combined,0.003353233
X19O2NoCyA - X1O2NoCyA,ECM-receptor interaction,0.980927839,Combined,0.00836294
X19O2NoCyA - X1O2PlusCyA,ECM-receptor interaction,0.978263422,Combined,0.009544185
X1O2NoCyA - X1O2PlusCyA,ECM-receptor interaction,0.994185493,Combined,0.002532578
X19O2NoCyA - X1O2NoCyA,EGFR tyrosine kinase inhibitor resistance,0.999951652,Combined,2.10E-05
X19O2NoCyA - X1O2PlusCyA,EGFR tyrosine kinase inhibitor resistance,0.987104691,Combined,0.005636784
X1O2NoCyA - X1O2PlusCyA,EGFR tyrosine kinase inhibitor resistance,0.999637049,Combined,0.000157656
X19O2NoCyA - X1O2NoCyA,Endocrine and other factor-regulated calcium reabsorption,0.999704239,Combined,0.000128466
X19O2NoCyA - X1O2PlusCyA,Endocrine and other factor-regulated calcium reabsorption,0.763883916,Combined,0.116972634
X1O2NoCyA - X1O2PlusCyA,Endocrine and other factor-regulated calcium reabsorption,0.994185493,Combined,0.002532578
X19O2NoCyA - X1O2NoCyA,Endocrine resistance,0.995265882,Combined,0.002060883
X19O2NoCyA - X1O2PlusCyA,Endocrine resistance,0.646001967,Combined,0.189766159
X1O2NoCyA - X1O2PlusCyA,Endocrine resistance,0.999482512,Combined,0.0002248
X19O2NoCyA - X1O2NoCyA,Endocytosis,0.999839928,Combined,6.95E-05
X19O2NoCyA - X1O2PlusCyA,Endocytosis,0.956073582,Combined,0.019508682
X1O2NoCyA - X1O2PlusCyA,Endocytosis,0.996695141,Combined,0.001437659
X19O2NoCyA - X1O2NoCyA,Endometrial cancer,0.998935046,Combined,0.00046275
X19O2NoCyA - X1O2PlusCyA,Endometrial cancer,0.998887902,Combined,0.000483247
X1O2NoCyA - X1O2PlusCyA,Endometrial cancer,0.998482328,Combined,0.000659617
X19O2NoCyA - X1O2NoCyA,Epithelial cell signaling in Helicobacter pylori infection,0.98652809,Combined,0.005890544
X19O2NoCyA - X1O2PlusCyA,Epithelial cell signaling in Helicobacter pylori infection,0.810968423,Combined,0.090996056
X1O2NoCyA - X1O2PlusCyA,Epithelial cell signaling in Helicobacter pylori infection,0.998050369,Combined,0.00084754
X19O2NoCyA - X1O2NoCyA,Epstein-Barr virus infection,0.998913299,Combined,0.000472205
X19O2NoCyA - X1O2PlusCyA,Epstein-Barr virus infection,0.940797145,Combined,0.026504009
X1O2NoCyA - X1O2PlusCyA,Epstein-Barr virus infection,0.999966771,Combined,1.44E-05
X19O2NoCyA - X1O2NoCyA,ErbB signaling pathway,0.999218021,Combined,0.000339742
X19O2NoCyA - X1O2PlusCyA,ErbB signaling pathway,0.889031132,Combined,0.051083031
X1O2NoCyA - X1O2PlusCyA,ErbB signaling pathway,0.998332382,Combined,0.000724842
X19O2NoCyA - X1O2NoCyA,Estrogen signaling pathway,0.967943597,Combined,0.014149949
X19O2NoCyA - X1O2PlusCyA,Estrogen signaling pathway,0.669703301,Combined,0.17411756
X1O2NoCyA - X1O2PlusCyA,Estrogen signaling pathway,0.998358999,Combined,0.000713263
X19O2NoCyA - X1O2NoCyA,Ether lipid metabolism,0.999985223,Combined,6.42E-06
X19O2NoCyA - X1O2PlusCyA,Ether lipid metabolism,0.915866575,Combined,0.038167791
X1O2NoCyA - X1O2PlusCyA,Ether lipid metabolism,0.992324862,Combined,0.003346127
X19O2NoCyA - X1O2NoCyA,Fanconi anemia pathway,0.999754002,Combined,0.000106849
X19O2NoCyA - X1O2PlusCyA,Fanconi anemia pathway,0.626480358,Combined,0.203092541
X1O2NoCyA - X1O2PlusCyA,Fanconi anemia pathway,0.948070464,Combined,0.023159383
X19O2NoCyA - X1O2NoCyA,Fat digestion and absorption,0.990071602,Combined,0.004333396
X19O2NoCyA - X1O2PlusCyA,Fat digestion and absorption,0.985314445,Combined,0.00642515
X1O2NoCyA - X1O2PlusCyA,Fat digestion and absorption,0.999131213,Combined,0.000377474
X19O2NoCyA - X1O2NoCyA,Fatty acid biosynthesis,0.999224044,Combined,0.000337124
X19O2NoCyA - X1O2PlusCyA,Fatty acid biosynthesis,0.925200219,Combined,0.033764273
X1O2NoCyA - X1O2PlusCyA,Fatty acid biosynthesis,0.999891449,Combined,4.71E-05
X19O2NoCyA - X1O2NoCyA,Fatty acid degradation,0.985242744,Combined,0.006456755
X19O2NoCyA - X1O2PlusCyA,Fatty acid degradation,0.120111111,Combined,0.920416815
X1O2NoCyA - X1O2PlusCyA,Fatty acid degradation,0.604841363,Combined,0.218358517
X19O2NoCyA - X1O2NoCyA,Fatty acid elongation,0.997794575,Combined,0.000958862
X19O2NoCyA - X1O2PlusCyA,Fatty acid elongation,0.753794777,Combined,0.122746876
X1O2NoCyA - X1O2PlusCyA,Fatty acid elongation,0.999740752,Combined,0.000112604
X19O2NoCyA - X1O2NoCyA,Fatty acid metabolism,0.998742834,Combined,0.000546324
X19O2NoCyA - X1O2PlusCyA,Fatty acid metabolism,0.855044196,Combined,0.068011437
X1O2NoCyA - X1O2PlusCyA,Fatty acid metabolism,0.998482328,Combined,0.000659617
X19O2NoCyA - X1O2NoCyA,Fc epsilon RI signaling pathway,0.99737054,Combined,0.001143464
X19O2NoCyA - X1O2PlusCyA,Fc epsilon RI signaling pathway,0.689339325,Combined,0.161566946
X1O2NoCyA - X1O2PlusCyA,Fc epsilon RI signaling pathway,0.991211641,Combined,0.003833606
X19O2NoCyA - X1O2NoCyA,Fc gamma R-mediated phagocytosis,0.999770435,Combined,9.97E-05
X19O2NoCyA - X1O2PlusCyA,Fc gamma R-mediated phagocytosis,0.60498611,Combined,0.218254596
X1O2NoCyA - X1O2PlusCyA,Fc gamma R-mediated phagocytosis,0.979505056,Combined,0.008993318
X19O2NoCyA - X1O2NoCyA,Ferroptosis,0.995405385,Combined,0.002000014
X19O2NoCyA - X1O2PlusCyA,Ferroptosis,0.829760141,Combined,0.081047431
X1O2NoCyA - X1O2PlusCyA,Ferroptosis,0.998595092,Combined,0.000610573
X19O2NoCyA - X1O2NoCyA,Fluid shear stress and atherosclerosis,0.999027785,Combined,0.000422433
X19O2NoCyA - X1O2PlusCyA,Fluid shear stress and atherosclerosis,0.994595306,Combined,0.002353595
X1O2NoCyA - X1O2PlusCyA,Fluid shear stress and atherosclerosis,0.994232631,Combined,0.002511987
X19O2NoCyA - X1O2NoCyA,Focal adhesion,0.999742313,Combined,0.000111926
X19O2NoCyA - X1O2PlusCyA,Focal adhesion,0.92263884,Combined,0.034968267
X1O2NoCyA - X1O2PlusCyA,Focal adhesion,0.997482467,Combined,0.001094729
X19O2NoCyA - X1O2NoCyA,Folate biosynthesis,0.989042511,Combined,0.004785041
X19O2NoCyA - X1O2PlusCyA,Folate biosynthesis,0.938651463,Combined,0.027495639
X1O2NoCyA - X1O2PlusCyA,Folate biosynthesis,0.954705353,Combined,0.020130642
X19O2NoCyA - X1O2NoCyA,FoxO signaling pathway,0.998323262,Combined,0.000728809
X19O2NoCyA - X1O2PlusCyA,FoxO signaling pathway,0.944830399,Combined,0.024646142
X1O2NoCyA - X1O2PlusCyA,FoxO signaling pathway,0.99436199,Combined,0.002455485
X19O2NoCyA - X1O2NoCyA,Fructose and mannose metabolism,0.051703994,Combined,1.286475905
X19O2NoCyA - X1O2PlusCyA,Fructose and mannose metabolism,0.002279809,Combined,2.642101448
X1O2NoCyA - X1O2PlusCyA,Fructose and mannose metabolism,0.999908389,Combined,3.98E-05
X19O2NoCyA - X1O2NoCyA,GABAergic synapse,0.997498989,Combined,0.001087536
X19O2NoCyA - X1O2PlusCyA,GABAergic synapse,0.878913228,Combined,0.056053999
X1O2NoCyA - X1O2PlusCyA,GABAergic synapse,0.998377986,Combined,0.000705004
X19O2NoCyA - X1O2NoCyA,Galactose metabolism,0.916583609,Combined,0.037827913
X19O2NoCyA - X1O2PlusCyA,Galactose metabolism,0.65288299,Combined,0.185164646
X1O2NoCyA - X1O2PlusCyA,Galactose metabolism,0.999136777,Combined,0.000375055
X19O2NoCyA - X1O2NoCyA,Gap junction,0.99931689,Combined,0.000296772
X19O2NoCyA - X1O2PlusCyA,Gap junction,0.816533421,Combined,0.088026035
X1O2NoCyA - X1O2PlusCyA,Gap junction,0.994185493,Combined,0.002532578
X19O2NoCyA - X1O2NoCyA,Gastric acid secretion,0.995265882,Combined,0.002060883
X19O2NoCyA - X1O2PlusCyA,Gastric acid secretion,0.877020728,Combined,0.056990142
X1O2NoCyA - X1O2PlusCyA,Gastric acid secretion,0.999574876,Combined,0.000184668
X19O2NoCyA - X1O2NoCyA,Gastric cancer,0.999779528,Combined,9.58E-05
X19O2NoCyA - X1O2PlusCyA,Gastric cancer,0.979103743,Combined,0.009171289
X1O2NoCyA - X1O2PlusCyA,Gastric cancer,0.993479568,Combined,0.00284106
X19O2NoCyA - X1O2NoCyA,Glioma,0.998922891,Combined,0.000468035
X19O2NoCyA - X1O2PlusCyA,Glioma,0.642151683,Combined,0.192362375
X1O2NoCyA - X1O2PlusCyA,Glioma,0.990863093,Combined,0.003986348
X19O2NoCyA - X1O2NoCyA,Glucagon signaling pathway,0.944799655,Combined,0.024660274
X19O2NoCyA - X1O2PlusCyA,Glucagon signaling pathway,0.94064122,Combined,0.026575994
X1O2NoCyA - X1O2PlusCyA,Glucagon signaling pathway,0.994813778,Combined,0.002258208
X19O2NoCyA - X1O2NoCyA,Glutamatergic synapse,0.994564746,Combined,0.002366939
X19O2NoCyA - X1O2PlusCyA,Glutamatergic synapse,0.979744963,Combined,0.008886961
X1O2NoCyA - X1O2PlusCyA,Glutamatergic synapse,0.977859668,Combined,0.009723466
X19O2NoCyA - X1O2NoCyA,Glutathione metabolism,0.995659232,Combined,0.001889275
X19O2NoCyA - X1O2PlusCyA,Glutathione metabolism,0.948461026,Combined,0.02298051
X1O2NoCyA - X1O2PlusCyA,Glutathione metabolism,0.942324664,Combined,0.025799442
X19O2NoCyA - X1O2NoCyA,Glycerolipid metabolism,0.996338072,Combined,0.001593274
X19O2NoCyA - X1O2PlusCyA,Glycerolipid metabolism,0.892938375,Combined,0.049178512
X1O2NoCyA - X1O2PlusCyA,Glycerolipid metabolism,0.99930652,Combined,0.000301279
X19O2NoCyA - X1O2NoCyA,Glycerophospholipid metabolism,0.999309774,Combined,0.000299865
X19O2NoCyA - X1O2PlusCyA,Glycerophospholipid metabolism,0.972443017,Combined,0.012135838
X1O2NoCyA - X1O2PlusCyA,Glycerophospholipid metabolism,0.993392873,Combined,0.00287896
X19O2NoCyA - X1O2NoCyA,"Glycine, serine and threonine metabolism",0.902623374,Combined,0.044493424
X19O2NoCyA - X1O2PlusCyA,"Glycine, serine and threonine metabolism",0.088344346,Combined,1.053821239
X1O2NoCyA - X1O2PlusCyA,"Glycine, serine and threonine metabolism",0.998377986,Combined,0.000705004
X19O2NoCyA - X1O2NoCyA,Glycolysis / Gluconeogenesis,0.001664964,Combined,2.778595231
X19O2NoCyA - X1O2PlusCyA,Glycolysis / Gluconeogenesis,0.000151643,Combined,3.819177401
X1O2NoCyA - X1O2PlusCyA,Glycolysis / Gluconeogenesis,0.971130124,Combined,0.012722574
X19O2NoCyA - X1O2NoCyA,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,0.921348265,Combined,0.035576178
X19O2NoCyA - X1O2PlusCyA,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,0.719466863,Combined,0.142989204
X1O2NoCyA - X1O2PlusCyA,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate,0.834232403,Combined,0.078712945
X19O2NoCyA - X1O2NoCyA,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,0.914270987,Combined,0.038925062
X19O2NoCyA - X1O2PlusCyA,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,0.55343431,Combined,0.25693392
X1O2NoCyA - X1O2PlusCyA,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,0.999675255,Combined,0.000141058
X19O2NoCyA - X1O2NoCyA,Glycosaminoglycan biosynthesis - keratan sulfate,0.84553731,Combined,0.072867224
X19O2NoCyA - X1O2PlusCyA,Glycosaminoglycan biosynthesis - keratan sulfate,0.99400066,Combined,0.002613327
X1O2NoCyA - X1O2PlusCyA,Glycosaminoglycan biosynthesis - keratan sulfate,0.972409993,Combined,0.012150587
X19O2NoCyA - X1O2NoCyA,Glycosaminoglycan degradation,0.859000362,Combined,0.066006653
X19O2NoCyA - X1O2PlusCyA,Glycosaminoglycan degradation,0.559483831,Combined,0.25221246
X1O2NoCyA - X1O2PlusCyA,Glycosaminoglycan degradation,0.666660905,Combined,0.176095012
X19O2NoCyA - X1O2NoCyA,Glycosphingolipid biosynthesis - ganglio series,0.93871848,Combined,0.027464632
X19O2NoCyA - X1O2PlusCyA,Glycosphingolipid biosynthesis - ganglio series,0.739077529,Combined,0.131310002
X1O2NoCyA - X1O2PlusCyA,Glycosphingolipid biosynthesis - ganglio series,0.992143549,Combined,0.003425487
X19O2NoCyA - X1O2NoCyA,Glycosphingolipid biosynthesis - globo and isoglobo series,0.77563456,Combined,0.110342848
X19O2NoCyA - X1O2PlusCyA,Glycosphingolipid biosynthesis - globo and isoglobo series,0.926127173,Combined,0.033329373
X1O2NoCyA - X1O2PlusCyA,Glycosphingolipid biosynthesis - globo and isoglobo series,0.996212777,Combined,0.001647893
X19O2NoCyA - X1O2NoCyA,Glycosphingolipid biosynthesis - lacto and neolacto series,NA,Combined,NA
X19O2NoCyA - X1O2PlusCyA,Glycosphingolipid biosynthesis - lacto and neolacto series,NA,Combined,NA
X1O2NoCyA - X1O2PlusCyA,Glycosphingolipid biosynthesis - lacto and neolacto series,NA,Combined,NA
X19O2NoCyA - X1O2NoCyA,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.960774325,Combined,0.017378611
X19O2NoCyA - X1O2PlusCyA,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.842717464,Combined,0.074318006
X1O2NoCyA - X1O2PlusCyA,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis,0.992600737,Combined,0.003225407
X19O2NoCyA - X1O2NoCyA,Glyoxylate and dicarboxylate metabolism,0.996625379,Combined,0.001468058
X19O2NoCyA - X1O2PlusCyA,Glyoxylate and dicarboxylate metabolism,0.846111925,Combined,0.072572184
X1O2NoCyA - X1O2PlusCyA,Glyoxylate and dicarboxylate metabolism,0.990425544,Combined,0.004178167
X19O2NoCyA - X1O2NoCyA,GnRH secretion,0.999786819,Combined,9.26E-05
X19O2NoCyA - X1O2PlusCyA,GnRH secretion,0.920092123,Combined,0.036168687
X1O2NoCyA - X1O2PlusCyA,GnRH secretion,0.999680516,Combined,0.000138772
X19O2NoCyA - X1O2NoCyA,GnRH signaling pathway,0.994151156,Combined,0.002547578
X19O2NoCyA - X1O2PlusCyA,GnRH signaling pathway,0.840472268,Combined,0.075476612
X1O2NoCyA - X1O2PlusCyA,GnRH signaling pathway,0.998834643,Combined,0.000506403
X19O2NoCyA - X1O2NoCyA,Graft-versus-host disease,0.996060747,Combined,0.001714174
X19O2NoCyA - X1O2PlusCyA,Graft-versus-host disease,0.873204233,Combined,0.058884168
X1O2NoCyA - X1O2PlusCyA,Graft-versus-host disease,0.989109748,Combined,0.004755518
X19O2NoCyA - X1O2NoCyA,"Growth hormone synthesis, secretion and action",0.989578456,Combined,0.004549768
X19O2NoCyA - X1O2PlusCyA,"Growth hormone synthesis, secretion and action",0.837291884,Combined,0.077123118
X1O2NoCyA - X1O2PlusCyA,"Growth hormone synthesis, secretion and action",0.998450658,Combined,0.000673393
X19O2NoCyA - X1O2NoCyA,Hedgehog signaling pathway,0.999714445,Combined,0.000124033
X19O2NoCyA - X1O2PlusCyA,Hedgehog signaling pathway,0.997719056,Combined,0.000991733
X1O2NoCyA - X1O2PlusCyA,Hedgehog signaling pathway,0.999457439,Combined,0.000235695
X19O2NoCyA - X1O2NoCyA,Hematopoietic cell lineage,0.999420434,Combined,0.000251775
X19O2NoCyA - X1O2PlusCyA,Hematopoietic cell lineage,0.950843481,Combined,0.021890967
X1O2NoCyA - X1O2PlusCyA,Hematopoietic cell lineage,0.998050369,Combined,0.00084754
X19O2NoCyA - X1O2NoCyA,Hepatitis B,0.994621689,Combined,0.002342075
X19O2NoCyA - X1O2PlusCyA,Hepatitis B,0.863710603,Combined,0.063631749
X1O2NoCyA - X1O2PlusCyA,Hepatitis B,0.998875629,Combined,0.000488583
X19O2NoCyA - X1O2NoCyA,Hepatitis C,0.997484274,Combined,0.001093943
X19O2NoCyA - X1O2PlusCyA,Hepatitis C,0.700302644,Combined,0.154714234
X1O2NoCyA - X1O2PlusCyA,Hepatitis C,0.984375543,Combined,0.006839185
X19O2NoCyA - X1O2NoCyA,Hepatocellular carcinoma,0.999440004,Combined,0.000243271
X19O2NoCyA - X1O2PlusCyA,Hepatocellular carcinoma,0.82103,Combined,0.085640974
X1O2NoCyA - X1O2PlusCyA,Hepatocellular carcinoma,0.998877345,Combined,0.000487837
X19O2NoCyA - X1O2NoCyA,Herpes simplex virus 1 infection,0.972722591,Combined,0.012010998
X19O2NoCyA - X1O2PlusCyA,Herpes simplex virus 1 infection,0.936517024,Combined,0.028484323
X1O2NoCyA - X1O2PlusCyA,Herpes simplex virus 1 infection,0.996117037,Combined,0.001689632
X19O2NoCyA - X1O2NoCyA,HIF-1 signaling pathway,0.301398291,Combined,0.520859214
X19O2NoCyA - X1O2PlusCyA,HIF-1 signaling pathway,0.665694172,Combined,0.176725245
X1O2NoCyA - X1O2PlusCyA,HIF-1 signaling pathway,0.991833264,Combined,0.00356133
X19O2NoCyA - X1O2NoCyA,Hippo signaling pathway,0.999752131,Combined,0.000107661
X19O2NoCyA - X1O2PlusCyA,Hippo signaling pathway,0.829689898,Combined,0.081084197
X1O2NoCyA - X1O2PlusCyA,Hippo signaling pathway,0.979218507,Combined,0.009120387
X19O2NoCyA - X1O2NoCyA,Hippo signaling pathway - multiple species,0.999816265,Combined,7.98E-05
X19O2NoCyA - X1O2PlusCyA,Hippo signaling pathway - multiple species,0.973436039,Combined,0.011692579
X1O2NoCyA - X1O2PlusCyA,Hippo signaling pathway - multiple species,0.993232885,Combined,0.00294891
X19O2NoCyA - X1O2NoCyA,Histidine metabolism,0.991888196,Combined,0.003537278
X19O2NoCyA - X1O2PlusCyA,Histidine metabolism,0.03194744,Combined,1.495563942
X1O2NoCyA - X1O2PlusCyA,Histidine metabolism,0.279067187,Combined,0.554291225
X19O2NoCyA - X1O2NoCyA,Homologous recombination,0.999918035,Combined,3.56E-05
X19O2NoCyA - X1O2PlusCyA,Homologous recombination,0.879191873,Combined,0.055916335
X1O2NoCyA - X1O2PlusCyA,Homologous recombination,0.985750225,Combined,0.006233115
X19O2NoCyA - X1O2NoCyA,Human cytomegalovirus infection,0.995335691,Combined,0.002030423
X19O2NoCyA - X1O2PlusCyA,Human cytomegalovirus infection,0.957582665,Combined,0.018823724
X1O2NoCyA - X1O2PlusCyA,Human cytomegalovirus infection,0.999946232,Combined,2.34E-05
X19O2NoCyA - X1O2NoCyA,Human immunodeficiency virus 1 infection,0.999198016,Combined,0.000348437
X19O2NoCyA - X1O2PlusCyA,Human immunodeficiency virus 1 infection,0.869292853,Combined,0.060833891
X1O2NoCyA - X1O2PlusCyA,Human immunodeficiency virus 1 infection,0.993392873,Combined,0.00287896
X19O2NoCyA - X1O2NoCyA,Human papillomavirus infection,0.997905066,Combined,0.000910772
X19O2NoCyA - X1O2PlusCyA,Human papillomavirus infection,0.728375584,Combined,0.137644621
X1O2NoCyA - X1O2PlusCyA,Human papillomavirus infection,0.99589044,Combined,0.001788437
X19O2NoCyA - X1O2NoCyA,Human T-cell leukemia virus 1 infection,0.997113093,Combined,0.001255581
X19O2NoCyA - X1O2PlusCyA,Human T-cell leukemia virus 1 infection,0.940428878,Combined,0.026674043
X1O2NoCyA - X1O2PlusCyA,Human T-cell leukemia virus 1 infection,0.998706799,Combined,0.000561993
X19O2NoCyA - X1O2NoCyA,Huntington disease,0.99509297,Combined,0.002136342
X19O2NoCyA - X1O2PlusCyA,Huntington disease,0.928844814,Combined,0.032056839
X1O2NoCyA - X1O2PlusCyA,Huntington disease,0.997908091,Combined,0.000909456
X19O2NoCyA - X1O2NoCyA,Hypertrophic cardiomyopathy,0.986111954,Combined,0.006073776
X19O2NoCyA - X1O2PlusCyA,Hypertrophic cardiomyopathy,0.971122379,Combined,0.012726038
X1O2NoCyA - X1O2PlusCyA,Hypertrophic cardiomyopathy,0.999664197,Combined,0.000145862
X19O2NoCyA - X1O2NoCyA,IL-17 signaling pathway,0.999866288,Combined,5.81E-05
X19O2NoCyA - X1O2PlusCyA,IL-17 signaling pathway,0.849126336,Combined,0.071027689
X1O2NoCyA - X1O2PlusCyA,IL-17 signaling pathway,0.993232885,Combined,0.00294891
X19O2NoCyA - X1O2NoCyA,Inflammatory bowel disease,0.999073574,Combined,0.000402528
X19O2NoCyA - X1O2PlusCyA,Inflammatory bowel disease,0.9041591,Combined,0.043755142
X1O2NoCyA - X1O2PlusCyA,Inflammatory bowel disease,0.998050369,Combined,0.00084754
X19O2NoCyA - X1O2NoCyA,Inflammatory mediator regulation of TRP channels,0.998471942,Combined,0.000664135
X19O2NoCyA - X1O2PlusCyA,Inflammatory mediator regulation of TRP channels,0.742533936,Combined,0.129283693
X1O2NoCyA - X1O2PlusCyA,Inflammatory mediator regulation of TRP channels,0.997726785,Combined,0.000988368
X19O2NoCyA - X1O2NoCyA,Influenza A,0.966283237,Combined,0.014895554
X19O2NoCyA - X1O2PlusCyA,Influenza A,0.718437261,Combined,0.143611152
X1O2NoCyA - X1O2PlusCyA,Influenza A,0.998157635,Combined,0.000800867
X19O2NoCyA - X1O2NoCyA,Inositol phosphate metabolism,0.99602481,Combined,0.001729843
X19O2NoCyA - X1O2PlusCyA,Inositol phosphate metabolism,0.730165149,Combined,0.1365789
X1O2NoCyA - X1O2PlusCyA,Inositol phosphate metabolism,0.998193388,Combined,0.000785311
X19O2NoCyA - X1O2NoCyA,Insulin resistance,0.997366053,Combined,0.001145418
X19O2NoCyA - X1O2PlusCyA,Insulin resistance,0.991203035,Combined,0.003837377
X1O2NoCyA - X1O2PlusCyA,Insulin resistance,0.989778707,Combined,0.004461893
X19O2NoCyA - X1O2NoCyA,Insulin secretion,0.966429175,Combined,0.014829968
X19O2NoCyA - X1O2PlusCyA,Insulin secretion,0.928056459,Combined,0.032425602
X1O2NoCyA - X1O2PlusCyA,Insulin secretion,0.991110645,Combined,0.003877859
X19O2NoCyA - X1O2NoCyA,Insulin signaling pathway,0.997197567,Combined,0.00121879
X19O2NoCyA - X1O2PlusCyA,Insulin signaling pathway,0.929367016,Combined,0.031812745
X1O2NoCyA - X1O2PlusCyA,Insulin signaling pathway,0.998615702,Combined,0.000601609
X19O2NoCyA - X1O2NoCyA,Intestinal immune network for IgA production,0.995974113,Combined,0.001751949
X19O2NoCyA - X1O2PlusCyA,Intestinal immune network for IgA production,0.963654299,Combined,0.016078737
X1O2NoCyA - X1O2PlusCyA,Intestinal immune network for IgA production,0.9596041,Combined,0.017907905
X19O2NoCyA - X1O2NoCyA,JAK-STAT signaling pathway,0.997433128,Combined,0.001116212
