pathway,code,nodes,"1% O2, CyA+-1% O2, CyA-","1% O2, CyA--19% O2, CyA-","19% O2, CyA--1% O2, CyA+"
Purine metabolism,230,"['PURB', 'PURA', 'APRT', 'NUDT2', 'NTPCR', 'NUDT16', 'AK3', 'ADK', 'PPAT', 'GART', 'ATIC', 'ADSL', 'PAICS', 'PNP', 'GMPS', 'HPRT1', 'GUK1', 'HDDC3', 'PFAS', 'ITPA', 'PGM2', 'DCK', 'HDDC2', 'RRM1', 'RRM2', 'PDE3B', 'ADCY3', 'ADCY4', 'ADCY5', 'ADCY7', 'ADCY9', 'ADCY10', 'AK6', 'AK9', 'CECR1', 'AMN', 'LACC1', 'CANT1', 'ENTPD4', 'PRUNE', 'RELA', 'GUCY2C', 'PDE6B', 'PDE6D', 'PDE6G', 'DGUOK', 'NUDT9', 'NUDT5', 'ADPRM', 'FHIT', 'ENPP4', 'RRM2B', 'PRPS1', 'PRPS2', 'PDE1A', 'PDE1B', 'ENTPD1', 'AK7', 'AK2', 'AK4', 'AK5', 'AMPD2', 'AMPD3', 'RDH14', 'NT5C2', 'NT5C', 'NT5M', 'ADA', 'NME6', 'NME7', 'NME1', 'NME2', 'NME3', 'NME4', 'GMPR2', 'IMPDH1', 'IMPDH2', 'ENTPD6', 'ENTPD5', 'NPR2', 'PDE9A', 'PAPSS1', 'PDE4A', 'PDE4B', 'PDE4D', 'PDE7A', 'PDE8A', 'PGM1', 'ENPP1']",0.086822725,0.139881956,0.146333512
Longevity regulating pathway,4211,"['IGF1R', 'INSR', 'SOD2', 'TSC2', 'TSC1', 'RHEB', 'EIF4EBP1', 'EIF4E', 'STK11', 'TP53', 'BAX', 'SIRT1', 'PPARGC1A', 'ULK1', 'CAMKK2', 'CAMK4', 'ATG5', 'APPL1', 'RB1CC1', 'ATG13', 'ATG101', 'CAT', 'FOXO1', 'FOXO3', 'MTOR', 'AKT1S1', 'IRS1', 'IRS2', 'HRAS', 'KRAS', 'NRAS', 'ADCY3', 'ADCY4', 'ADCY5', 'ADCY7', 'ADCY9', 'SESN2', 'NFKB1', 'RELA', 'RPS6KB1', 'RPS6KB2', 'RPTOR', 'AKT1', 'AKT2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'PRKACA', 'PRKACB', 'PRKAG2', 'PRKAA1', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'EIF4E1B', 'EIF4E2', 'SESN3', 'SESN1', 'ADIPOR1', 'ADIPOR2', 'EHMT2', 'EHMT1']",1.337073119,2.058206652,1.780443949
Platelet activation,4611,"['P2RY1', 'GP6', 'PLCG2', 'APBB1IP', 'ORAI1', 'NOS3', 'GNA13', 'RHOA', 'P2RY12', 'GNAS', 'STIM1', 'PTGS1', 'VASP', 'FERMT3', 'P2RX1', 'LYN', 'FYN', 'BTK', 'SYK', 'SNAP23', 'VAMP8', 'SRC', 'ARHGAP35', 'ITPR1', 'ITPR2', 'ITPR3', 'F2R', 'F2RL3', 'ITGB1', 'RASGRP1', 'RASGRP2', 'RAP1A', 'RAP1B', 'PRKG2', 'ARHGEF1', 'ARHGEF12', 'ROCK1', 'ROCK2', 'PPP1R12A', 'ADCY3', 'ADCY4', 'ADCY5', 'ADCY7', 'ADCY9', 'PIK3CG', 'PRKCZ', 'PRKCI', 'PLCB1', 'PLCB2', 'PLCB3', 'TLN1', 'TLN2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'AKT1', 'AKT2', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPK1', 'MAPK3', 'PPP1CA', 'PPP1CB', 'PPP1CC', 'MYL12B', 'MYL12A', 'MYLK4', 'MYLK2', 'MYLK3', 'GNAI2', 'GNAI3', 'PIK3R5', 'PLA2G4B', 'PLA2G4C', 'JMJD7', 'PRKACA', 'PRKACB', 'ACTB', 'ACTG1']",0.338274376,0.170504229,0.204601999
ErbB signaling pathway,4012,"['GRB2', 'ELK1', 'ERBB3', 'ERBB2', 'EGFR', 'GSK3B', 'EIF4EBP1', 'CDKN1A', 'CDKN1B', 'MTOR', 'BAD', 'GAB1', 'CRK', 'PTK2', 'HBEGF', 'JUN', 'SRC', 'NRG4', 'MYC', 'STAT5A', 'STAT5B', 'PAK1', 'PAK2', 'PAK4', 'NCK1', 'NCK2', 'MAP2K4', 'MAP2K7', 'CBL', 'CBLB', 'SHC1', 'SHC4', 'PRKCA', 'PRKCB', 'PRKCG', 'PLCG1', 'PLCG2', 'ABL1', 'ABL2', 'MAP2K1', 'MAP2K2', 'BRAF', 'RAF1', 'ARAF', 'HRAS', 'KRAS', 'NRAS', 'RPS6KB1', 'RPS6KB2', 'BUB1B', 'MAPK8', 'MAPK9', 'CRKL', 'SOS1', 'SOS2', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'AKT1', 'AKT2', 'MAPK1', 'MAPK3']",1.59737117,0.641803693,0.521859988
Dopaminergic synapse,4728,"['ADCY5', 'DDC', 'COMT', 'FOS', 'CLOCK', 'GNAS', 'GNAL', 'ITPR1', 'ITPR2', 'ITPR3', 'PRKCA', 'PRKCB', 'PRKCG', 'CACNA1A', 'GNB1', 'GNB2', 'GNB3', 'GNB4', 'GNB5', 'GNG2', 'GNG3', 'GNG5', 'GNG7', 'GNG10', 'GNG12', 'GNGT2', 'GSK3A', 'GSK3B', 'CREB1', 'ATF2', 'ATF4', 'CREB3', 'CREB5', 'ATF6B', 'DRD4', 'CACNA1D', 'PRKACA', 'PRKACB', 'PLCB1', 'PLCB2', 'PLCB3', 'GNAI2', 'GNAI3', 'AKT1', 'AKT2', 'CREB3L4', 'CREB3L2', 'MAPK14', 'MAPK8', 'MAPK11', 'MAPK9', 'MAPK13', 'MAPK12', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'ARRB2', 'PPP2R3C', 'PPP2CA', 'PPP2CB', 'PPP2R1A', 'PPP2R1B', 'PPP2R2A', 'PPP2R5A', 'PPP2R5B', 'PPP2R5C', 'PPP2R5D', 'PPP2R5E', 'PPP2R2D', 'PPP1CA', 'PPP1CB', 'PPP1CC', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4', 'KIF5A', 'KIF5B', 'KIF5C']",0.735328392,0.36944132,0.36786069
Bladder cancer,5219,"['HRAS', 'VEGFA', 'THBS1', 'EGFR', 'ERBB2', 'CDKN2A', 'CDKN1A', 'MYC', 'RASSF1', 'MDM2', 'TP53', 'RB1', 'FGFR3', 'CDK4', 'CCND1', 'RPS6KA5', 'HBEGF', 'SRC', 'TYMP', 'E2F1', 'E2F2', 'E2F3', 'MAP2K1', 'MAP2K2', 'BRAF', 'RAF1', 'ARAF', 'KRAS', 'NRAS', 'DAPK3', 'MAPK1', 'MAPK3']",1.835691709,0.260449614,0.32019107
Sphingolipid metabolism,600,"['PSAP', 'ACER3', 'CERK', 'KDSR', 'UGCG', 'SGPL1', 'GALC', 'ARSA', 'B4GALNT1', 'GLA', 'UGT8', 'GLB1', 'SGPP1', 'ASAH1', 'ASAH2', 'SMPD1', 'SMPD2', 'SMPD3', 'SMPD4', 'NEU1', 'GBA', 'GBA2', 'B4GALT6', 'B4GALT5', 'CERS2', 'CERS4', 'CERS5', 'DEGS2', 'DEGS1', 'PLPP1', 'PLPP3', 'SPTLC1', 'SPTLC2', 'NEU3', 'ACER2', 'SPHK2', 'SGMS1', 'HEXA', 'HEXB']",0.125671646,0.091723975,0.072606777
Pancreatic secretion,4972,"['SLC12A2', 'SLC9A1', 'SLC4A2', 'TPCN2', 'CEL', 'TRPC1', 'GNAS', 'RHOA', 'RAC1', 'ITPR1', 'ITPR2', 'ITPR3', 'PRKCA', 'PRKCB', 'PRKCG', 'CD38', 'BST1', 'ADCY3', 'ADCY4', 'ADCY5', 'ADCY7', 'ADCY9', 'PLCB1', 'PLCB2', 'PLCB3']",0.482574431,0.348750059,0.260889192
Axon guidance,4360,"['CXCR4', 'NTNG1', 'SLIT1', 'PTK2', 'CDC42', 'RHOA', 'ITGB1', 'RASA1', 'NCK1', 'ABL1', 'FYN', 'RGS3', 'ARHGEF12', 'NCK2', 'LRRC4', 'NTNG2', 'SRC', 'PTCH1', 'SMO', 'PRKCA', 'ILK', 'BMP7', 'BMPR1B', 'BMPR2', 'LIMK1', 'FZD3', 'RYK', 'GSK3B', 'PDPK1', 'DPYSL2', 'DPYSL5', 'RND1', 'CDK5', 'FES', 'RRAS', 'RAF1', 'PRKCZ', 'ENAH', 'PTPN11', 'NEO1', 'LRIG2', 'SEMA7A', 'PLXNC1', 'RAC1', 'RAC2', 'RAC3', 'NFATC2', 'NFATC3', 'NFATC4', 'ROCK1', 'ROCK2', 'PAK1', 'PAK2', 'PAK4', 'EPHB4', 'EPHB6', 'HRAS', 'KRAS', 'NRAS', 'TRPC1', 'LIMK2', 'PLCG1', 'PLCG2', 'MYL5', 'PARD6A', 'PARD6B', 'GNAI2', 'GNAI3', 'MAPK1', 'MAPK3', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'BUB1B', 'UNC5C', 'EFNB1', 'EFNB2', 'EFNA3', 'EFNA4', 'PLXNB2', 'PLXNB1', 'PLXNA1', 'PLXNA3', 'SEMA3F', 'SEMA4F', 'SEMA4D', 'SEMA4B', 'SEMA4A', 'SRGAP2', 'SRGAP1', 'SRGAP3', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'WNT5A', 'WNT5B', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'CFL1', 'CFL2', 'SSH1', 'SSH3', 'SSH2', 'ABLIM1', 'ABLIM2', 'MYL12B', 'MYL12A']",1.309603717,0.534355795,0.821997716
Neurotrophin signaling pathway,4722,"['NTF3', 'GRB2', 'PRKCD', 'CRK', 'RAPGEF1', 'PTPN11', 'BRAF', 'GAB1', 'BAD', 'GSK3B', 'FOXO3', 'ATF4', 'FRS2', 'PDPK1', 'SORT1', 'KIDINS220', 'RPS6KA5', 'RHOA', 'TP53', 'MAP3K1', 'JUN', 'MAP3K5', 'IRS1', 'MAPKAPK2', 'MAP2K5', 'MAPK7', 'MAP3K3', 'ABL1', 'MAP2K7', 'CDC42', 'RAC1', 'TP73', 'TRAF6', 'ZNF274', 'MAGED1', 'PRDM4', 'RIPK2', 'YWHAE', 'IKBKB', 'BCL2', 'BAX', 'SH2B2', 'PLCG1', 'PLCG2', 'SHC1', 'SHC4', 'HRAS', 'KRAS', 'NRAS', 'MAP2K1', 'MAP2K2', 'RAF1', 'RAP1A', 'RAP1B', 'NFKBIB', 'NFKBIA', 'NFKBIE', 'NFKB1', 'RELA', 'CAMK4', 'IRAK1', 'IRAK2', 'IRAK3', 'IRAK4', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'AKT1', 'AKT2', 'SOS1', 'SOS2', 'MAPK1', 'MAPK3', 'RPS6KA1', 'RPS6KA2', 'RPS6KA3', 'CRKL', 'CAMK2B', 'CAMK2D', 'CAMK2G', 'MAPK8', 'MAPK9', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'ARHGDIA', 'ARHGDIB', 'SH2B3', 'SH2B1', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4']",2.725894431,1.133686449,0.722682593
Mucin type O-glycan biosynthesis,512,"['GCNT1', 'B4GALT5', 'C1GALT1', 'ST3GAL1', 'ST3GAL2', 'POC1B', 'GALNT6', 'GALNT15', 'GALNT1', 'GALNT2', 'GALNT8', 'GALNT18', 'GALNT7', 'GALNT10', 'GALNT12', 'C1GALT1C1', 'ST6GALNAC3', 'ST6GALNAC4']",0.164714493,0.097266581,0.205866828
Retrograde endocannabinoid signaling,4723,"['CNR1', 'MGLL', 'ABHD6', 'FAAH', 'NAPEPLD', 'ITPR1', 'ITPR2', 'ITPR3', 'PRKCA', 'PRKCB', 'PRKCG', 'CACNA1A', 'GNB1', 'GNB2', 'GNB3', 'GNB4', 'GNB5', 'GNG2', 'GNG3', 'GNG5', 'GNG7', 'GNG10', 'GNG12', 'GNGT2', 'ADCY3', 'ADCY4', 'ADCY5', 'ADCY7', 'ADCY9', 'NDUFV1', 'NDUFV2', 'NDUFV3', 'NDUFA1', 'NDUFA2', 'NDUFA3', 'NDUFA4', 'NDUFA5', 'NDUFA6', 'NDUFA7', 'NDUFA8', 'NDUFA9', 'NDUFA10', 'NDUFAB1', 'NDUFA11', 'NDUFA12', 'NDUFA13', 'NDUFB1', 'NDUFB2', 'NDUFB3', 'NDUFB4', 'NDUFB5', 'NDUFB6', 'NDUFB7', 'NDUFB8', 'NDUFB9', 'NDUFB10', 'NDUFB11', 'NDUFS1', 'NDUFS2', 'NDUFS3', 'NDUFS4', 'NDUFS5', 'NDUFS6', 'NDUFS7', 'NDUFS8', 'NDUFC1', 'NDUFC2', 'PLCB1', 'PLCB2', 'PLCB3', 'GNAI2', 'GNAI3', 'PRKACA', 'PRKACB', 'MAPK14', 'MAPK1', 'MAPK3', 'MAPK8', 'MAPK11', 'MAPK9', 'MAPK13', 'MAPK12', 'KCTD14', 'NDUFA4L2']",0.035159091,0.024319894,0.030625113
Glycosphingolipid biosynthesis - lacto and neolacto series,601,"['FUT4', 'B4GALT4', 'B4GALT3', 'B4GALT2', 'GCNT2', 'B4GALT1', 'A4GALT', 'ST3GAL6', 'ST8SIA1', 'ST3GAL3', 'ST3GAL4', 'FUT6', 'B3GNT2', 'B3GNT4', 'FUT1']",0.098592762,0.129059534,0.142732165
Chemical carcinogenesis - DNA adducts,5204,"['EPHX1', 'CBR1', 'CYP2E1', 'GSTK1', 'GSTO2', 'GSTA4', 'GSTM4', 'GSTP1', 'MGST1', 'MGST2', 'MGST3', 'GSTO1', 'HSD11B1L', 'NAT1', 'SULT1A1']",0.242917142,0.232677792,0.22183768
Sphingolipid signaling pathway,4071,"['RAF1', 'PDPK1', 'S1PR2', 'S1PR4', 'RHOA', 'PTEN', 'TNF', 'NSMAF', 'SMPD2', 'ABCC1', 'CTSD', 'MAP3K5', 'PRKCZ', 'SMPD1', 'BID', 'BAX', 'TP53', 'BCL2', 'SGPL1', 'NOS3', 'TNFRSF1A', 'FYN', 'GAB2', 'TRADD', 'TRAF2', 'PRKCE', 'MAP2K1', 'MAP2K2', 'PRKCA', 'PRKCB', 'PRKCG', 'GNA12', 'GNA13', 'HRAS', 'KRAS', 'NRAS', 'ROCK1', 'ROCK2', 'NFKB1', 'RELA', 'RAC1', 'RAC2', 'RAC3', 'ADORA3', 'MAPK1', 'MAPK3', 'AKT1', 'AKT2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'GNAI2', 'GNAI3', 'PLCB1', 'PLCB2', 'PLCB3', 'SPHK2', 'PPP2R3C', 'PPP2CA', 'PPP2CB', 'PPP2R1A', 'PPP2R1B', 'PPP2R2A', 'PPP2R5A', 'PPP2R5B', 'PPP2R5C', 'PPP2R5D', 'PPP2R5E', 'PPP2R2D', 'MAPK8', 'MAPK9', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'PLD2']",1.261740885,0.190181588,0.321223884
Longevity regulating pathway - multiple species,4213,"['IGF1R', 'FOXO3', 'IRS1', 'INSR', 'KRAS', 'MTOR', 'EIF4EBP2', 'SOD2', 'CLPB', 'ATG5', 'SIRT1', 'CAT', 'FOXO1', 'AKT1S1', 'IRS2', 'HRAS', 'NRAS', 'ADCY3', 'ADCY4', 'ADCY5', 'ADCY7', 'ADCY9', 'SOD1', 'RPS6KB1', 'RPS6KB2', 'RPTOR', 'AKT1', 'AKT2', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'PRKACA', 'PRKACB', 'PRKAG2', 'PRKAA1', 'PRKAB1', 'PRKAB2', 'PRKAG1', 'HSPA1A', 'HSPA1B', 'HSPA1L', 'HSPA2', 'HSPA8', 'HDAC1', 'HDAC2']",0.523143211,1.408228654,1.5788376
Vascular smooth muscle contraction,4270,"['RHOA', 'GNAS', 'NPR2', 'MYL6', 'PPP1R12A', 'PPP1R12B', 'PPP1R12C', 'ROCK1', 'ROCK2', 'PRKCA', 'PRKCB', 'PRKCG', 'PRKCD', 'PRKCE', 'PRKCH', 'PRKCQ', 'ARHGEF12', 'ARHGEF1', 'ARHGEF11', 'ACTA2', 'GNA11', 'GNA12', 'GNA13', 'ITPR1', 'ITPR2', 'ITPR3', 'KCNMB3', 'KCNMB4', 'PLA2G6', 'ARAF', 'BRAF', 'RAF1', 'MAP2K1', 'MAP2K2', 'ADORA2A', 'ADCY3', 'ADCY4', 'ADCY5', 'ADCY7', 'ADCY9', 'CALCRL', 'ADM', 'ADM2', 'MYLK4', 'MYLK2', 'MYLK3', 'MYL6B', 'PPP1CA', 'PPP1CB', 'PPP1CC', 'PLCB1', 'PLCB2', 'PLCB3', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4', 'PLA2G4B', 'PLA2G1B', 'PLA2G12A', 'PLA2G4C', 'JMJD7', 'MAPK1', 'MAPK3', 'PRKACA', 'PRKACB', 'MYH9', 'MYH10', 'MYH11', 'CALCB']",1.496883906,0.996013055,0.802349437
Thyroid hormone synthesis,4918,"['TSHR', 'GNAS', 'TG', 'SLC5A5', 'SLC26A4', 'TTF1', 'TTF2', 'HSPA5', 'CANX', 'PDIA4', 'GSR', 'ALB', 'HSP90B1', 'ADCY3', 'ADCY4', 'ADCY5', 'ADCY7', 'ADCY9', 'PRKCA', 'PRKCB', 'PRKCG', 'CREB1', 'ATF2', 'ATF4', 'CREB3', 'CREB5', 'ATF6B', 'ITPR1', 'ITPR2', 'ITPR3', 'PRKACA', 'PRKACB', 'PLCB1', 'PLCB2', 'PLCB3', 'CREB3L4', 'CREB3L2']",2.213933204,0.426752106,0.260027454
IL-17 signaling pathway,4657,"['IKBKB', 'MAP3K7', 'TRAF6', 'NFKBIA', 'IKBKG', 'IL17RA', 'IL17RB', 'TRAF3IP2', 'TRAF3', 'TRAF5', 'TRAF2', 'ELAVL1', 'SRSF1', 'IKBKE', 'CEBPB', 'TRADD', 'FADD', 'GSK3B', 'IL17D', 'TBK1', 'TNFAIP3', 'USP25', 'TNF', 'S100A7', 'TRAF4', 'IL1B', 'IFNG', 'CHUK', 'TAB3', 'TAB2', 'ANAPC5', 'NFKB1', 'RELA', 'FOS', 'FOSB', 'JUN', 'JUND', 'MAPK7', 'CASP3', 'CASP8', 'MAPK14', 'MAPK1', 'MAPK3', 'MAPK6', 'MAPK8', 'MAPK11', 'MAPK9', 'MAPK13', 'MAPK12']",0.134065192,0.419567865,0.434199712
Oxidative phosphorylation,190,"['NDUFC2', 'NDUFC1', 'NDUFB10', 'NDUFB9', 'NDUFB8', 'NDUFB7', 'NDUFB6', 'NDUFB5', 'NDUFB4', 'NDUFB3', 'NDUFB2', 'NDUFB1', 'NDUFA11', 'NDUFAB1', 'NDUFA10', 'NDUFA9', 'NDUFA8', 'NDUFA7', 'NDUFA6', 'NDUFA5', 'NDUFA4', 'NDUFA3', 'NDUFA2', 'NDUFA1', 'NDUFV3', 'NDUFV2', 'NDUFV1', 'NDUFS8', 'NDUFS7', 'NDUFS6', 'NDUFS5', 'NDUFS4', 'NDUFS3', 'NDUFS2', 'NDUFS1', 'COX17', 'COX15', 'COX11', 'COX7C', 'COX7B', 'COX6C', 'SDHC', 'SDHA', 'SDHB', 'COX5B', 'COX5A', 'COX10', 'NDUFB11', 'NDUFA12', 'NDUFA13', 'SDHD', 'UQCR11', 'UQCR10', 'UQCRQ', 'UQCRB', 'UQCRC2', 'UQCRC1', 'CYC1', 'UQCRFS1', 'ATP5F1C', 'ATP6V1A', 'ATP6V1D', 'ATP6V1F', 'ATP6V1H', 'ATP6AP1', 'CYCS', 'LHPP', 'TCIRG1', 'ATP6V1G3', 'ATP6V0E2', 'ATP6V0A2', 'ATP6V1C2', 'ATP6V1B2', 'ATP6V0C', 'ATP6V1C1', 'ATP6V1E1', 'ATP6V0B', 'ATP6V1G2', 'ATP6V0A1', 'ATP6V0E1', 'ATP6V1E2', 'ATP6V0D1', 'ATP6V1G1', 'PPA2', 'PPA1']",0.02345084,0.034851074,0.063662316
RIG-I-like receptor signaling pathway,4622,"['DDX58', 'IFIH1', 'TRIM25', 'MAVS', 'OTUD5', 'TRAF3', 'IRF3', 'IKBKE', 'IRF7', 'TANK', 'AZI2', 'TBKBP1', 'FADD', 'CASP8', 'CASP10', 'TRAF6', 'IKBKB', 'IKBKG', 'TBK1', 'DHX58', 'ISG15', 'ATG5', 'ATG12', 'NLRX1', 'CYLD', 'PIN1', 'TRADD', 'RIPK1', 'DDX3X', 'MAP3K1', 'TRAF2', 'MAP3K7', 'TNF', 'CHUK', 'SIKE1', 'TKFC', 'NFKB1', 'RELA', 'NFKBIB', 'NFKBIA', 'MAPK8', 'MAPK9', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12']",1.878749903,0.907222803,0.248338877
Galactose metabolism,52,"['UGP2', 'G6PC', 'GALM', 'GALT', 'GLA', 'GLB1', 'GALE', 'GALK1', 'GATB', 'GATC', 'GAA', 'GANC', 'PGM2', 'B4GALT1', 'B4GALT2', 'AKR1B1', 'HK1', 'HK2', 'PGM1', 'G6PC3']",0.260352941,0.418142626,0.433024619
Carbohydrate digestion and absorption,4973,"['SLC2A5', 'SLC37A4', 'CACNA1D', 'G6PC', 'TAS1R3', 'PRKCB', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'AKT1', 'AKT2', 'PLCB1', 'PLCB2', 'PLCB3']",0.264427377,0.18341473,0.172989333
Mannose type O-glycan biosynthesis,515,"['POMGNT1', 'CHST10', 'MGAT5B', 'B3GALNT2', 'LARGE', 'B4GAT1', 'FKTN', 'FKRP', 'TMEM5', 'ST3GAL3', 'POMK', 'B4GALT1', 'B4GALT2', 'B4GALT3', 'FUT4', 'POMT1', 'POMT2', 'LARGE2']",0.09107423,0.087837604,0.121488786
Th17 cell differentiation,4659,"['PRKCQ', 'ZAP70', 'JUN', 'LAT', 'FOS', 'PLCG1', 'LCK', 'IFNG', 'STAT1', 'STAT6', 'STAT3', 'MTOR', 'IRF4', 'TBX21', 'RUNX1', 'RARA', 'FOXP3', 'TGFB1', 'IL27RA', 'IL1B', 'IL23A', 'AHR', 'CD3E', 'HIF1A', 'JAK2', 'TYK2', 'CD247', 'NFKBIB', 'NFKBIA', 'NFKBIE', 'IKBKB', 'IKBKG', 'NFATC2', 'NFATC1', 'NFATC3', 'IFNGR1', 'IFNGR2', 'IL4R', 'IL2RG', 'IL2RA', 'STAT5A', 'STAT5B', 'IL1RAP', 'IL21R', 'IL6ST', 'IL12RB1', 'TGFBR1', 'TGFBR2', 'RXRA', 'RXRB', 'SMAD2', 'SMAD3', 'SMAD4', 'JAK1', 'JAK3', 'CHUK', 'PPP3CA', 'PPP3CB', 'PPP3CC', 'PPP3R1', 'MAPK1', 'MAPK3', 'MAPK14', 'MAPK11', 'MAPK13', 'MAPK12', 'MAPK8', 'MAPK9', 'HSP90AA1', 'HSP90AB1']",0.701800708,0.518112185,0.539802188
Cysteine and methionine metabolism,270,"['IL4I1', 'TST', 'SMS', 'ADI1', 'APIP', 'MRI1', 'SRM', 'AMD1', 'CTH', 'MTR', 'ENOPH1', 'GSS', 'PHGDH', 'PSAT1', 'MTAP', 'LACC1', 'CBS', 'DNMT1', 'DNMT3A', 'DNMT3B', 'GOT1', 'GOT2', 'THRA', 'MDH1', 'MDH2', 'GCLC', 'GCLM', 'KYAT3', 'MAT2B', 'MAT2A', 'AHCYL1', 'AHCY', 'AHCYL2', 'MPST', 'LDHAL6A', 'LDHA', 'LDHB', 'LDHC', 'BCAT1', 'BCAT2']",0.496769103,0.171030828,0.292921688
Estrogen signaling pathway,4915,"['GPER1', 'SRC', 'HBEGF', 'EGFR', 'RAF1', 'PRKCD', 'NOS3', 'GRB2', 'GNAS', 'BCL2', 'EBAG9', 'CTSD', 'RARA', 'ESR2', 'FOS', 'JUN', 'SP1', 'HRAS', 'KRAS', 'NRAS', 'MAP2K1', 'MAP2K2', 'CREB1', 'ATF2', 'ATF4', 'CREB3', 'CREB5', 'ATF6B', 'ADCY3', 'ADCY4', 'ADCY5', 'ADCY7', 'ADCY9', 'SHC1', 'SHC4', 'ITPR1', 'ITPR2', 'ITPR3', 'NCOA1', 'NCOA2', 'NCOA3', 'PRKACA', 'PRKACB', 'MAPK1', 'MAPK3', 'CREB3L4', 'CREB3L2', 'PLCB1', 'PLCB2', 'PLCB3', 'GABBR1', 'PIK3CA', 'PIK3CB', 'PIK3CD', 'PIK3R1', 'PIK3R3', 'AKT1', 'AKT2', 'SOS1', 'SOS2', 'GNAI2', 'GNAI3', 'CALM1', 'CALM2', 'CALM3', 'CALML3', 'CALML4', 'KRT10']",1.058993355,0.184151102,0.248900264
Ferroptosis,4216,"['SLC7A11', 'TP53', 'GPX4', 'SLC3A2', 'TFRC', 'TF', 'GSS', 'PCBP2', 'SLC11A2', 'NCOA4', 'PRNP', 'HMOX1', 'LPCAT3', 'ALOX15', 'CYBB', 'VDAC2', 'VDAC3', 'FTH1', 'FTL']",0.362915178,0.172372078,0.186209376
ECM-receptor interaction,4512,"['DAG1', 'GP6', 'VTN', 'FN1', 'ITGB1', 'ITGA6', 'ITGAV', 'ITGA4', 'HMMR', 'CD47', 'HSPG2', 'ITGB4', 'ITGB7', 'ITGA11', 'ITGA10', 'ITGA7', 'ITGA3', 'CD44', 'AGRN', 'LAMC1', 'LAMB4', 'THBS1', 'LAMA2', 'LAMA3', 'LAMA5', 'COL4A3', 'COL4A4', 'COL9A2', 'COL9A3', 'TNXB', 'COMP', 'THBS3', 'THBS4', 'SV2B', 'SV2A']",0.152643523,0.110533045,0.176999505
