"","Pathway.name","Unique.genes","Phosphoproteomics","PhosphoproteomicsFDR_BH","Proteomics","ProteomicsFDR_BH","Transcriptomics","TranscriptomicsFDR_BH","Combined","CombinedFDR_BH","Contrast","Proteomics_FDR","Phosphoproteomics_FDR","Transcriptomics_FDR","Combined_FDR"
"922","ErbB signaling pathway"," 67","0.314112115","1.0000000","0.74857321","1.000000e+00","0.9281985400","1.000000000","0.752074206","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"923","Fatty acid elongation"," 21","1","1.0000000","0.897436359","1.000000e+00","0.2439944760","0.934467112","0.999998856","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"924","Salivary secretion"," 55","0.27695851","1.0000000","0.907113339","1.000000e+00","0.9125732060","1.000000000","0.839879546","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"925","alpha-Linolenic acid metabolism"," 11",NA,NA,"0.575704195","1.000000e+00","0.7960118070","1.000000000","0.721155077","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"926","Notch signaling pathway"," 52","0.975745213","1.0000000","0.833673539","1.000000e+00","0.2873742980","0.984530065","0.956043195","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"927","Apelin signaling pathway"," 99","0.275804901","1.0000000","0.98661621","1.000000e+00","0.8661428860","1.000000000","0.929918221","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"928","Drug metabolism - other enzymes"," 39","0.509698964","1.0000000","0.749125129","1.000000e+00","0.6175025260","1.000000000","0.714770665","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"929","Neuroactive ligand-receptor interaction","108","0.795637237","1.0000000","0.410612724","1.000000e+00","0.7347983760","1.000000000","0.737769241","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"930","NOD-like receptor signaling pathway","135","0.638040692","1.0000000","0.775575835","1.000000e+00","0.4951947880","1.000000000","0.763875458","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"931","RIG-I-like receptor signaling pathway"," 47","0.896030651","1.0000000","0.34982849","1.000000e+00","0.8029698920","1.000000000","0.816801831","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"932","Salmonella infection","227","0.389879023","1.0000000","0.998503727","1.000000e+00","0.6889372690","1.000000000","0.973478115","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"933","Hedgehog signaling pathway"," 40","0.587279116","1.0000000","0.469953181","1.000000e+00","0.9823024450","1.000000000","0.817516929","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"934","Glycosphingolipid biosynthesis - lacto and neolacto series"," 18",NA,NA,NA,NA,"0.8579701700","1.000000000","0.857970170","1.00000000","X1O2PlusCyA - X19O2NoCyA",NA,NA,1,1
"935","Vasopressin-regulated water reabsorption"," 35","0.509698964","1.0000000","0.71215112","1.000000e+00","0.7691441510","1.000000000","0.746318925","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"936","Thiamine metabolism"," 10",NA,NA,"0.629457867","1.000000e+00","0.8354466480","1.000000000","0.782889500","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"937","Prostate cancer"," 73","0.724054443","1.0000000","0.84980533","1.000000e+00","0.4631702840","1.000000000","0.847800129","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"938","Insulin signaling pathway","114","0.937354759","1.0000000","0.3403811","1.000000e+00","0.8976352360","1.000000000","0.889940484","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"939","Toll-like receptor signaling pathway"," 68","0.552562055","1.0000000","0.915607877","1.000000e+00","0.5751953930","1.000000000","0.853934968","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"940","Wnt signaling pathway","122","0.662154007","1.0000000","0.479141461","1.000000e+00","0.9287736040","1.000000000","0.789653291","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"941","Antifolate resistance"," 25","0.733555144","1.0000000","0.475425802","1.000000e+00","0.8562476210","1.000000000","0.781849790","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"942","Gastric acid secretion"," 46","0.655379398","1.0000000","0.975248463","1.000000e+00","0.4673819200","1.000000000","0.934019352","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"943","GnRH secretion"," 41","0.423144676","1.0000000","0.994264507","1.000000e+00","0.7136290910","1.000000000","0.958373435","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"944","Necroptosis","125","0.393230408","1.0000000","0.84059415","1.000000e+00","0.9178974280","1.000000000","0.842716404","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"945","Hepatocellular carcinoma","131","0.79206423","1.0000000","0.804559575","1.000000e+00","0.4763514760","1.000000000","0.857201239","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"946","Phenylalanine, tyrosine and tryptophan biosynthesis","  3",NA,NA,"1","1.000000e+00","0.5723886790","1.000000000","0.999999987","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"947","Endocytosis","217","0.327276982","1.0000000","0.996490202","1.000000e+00","0.9828922830","1.000000000","0.988495252","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"948","Glutathione metabolism"," 37","1","1.0000000","0.431798116","1.000000e+00","0.7546293710","1.000000000","0.999992347","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"949","Fatty acid biosynthesis"," 16","1","1.0000000","0.34633958","1.000000e+00","0.9469455420","1.000000000","0.999997135","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"950","Synaptic vesicle cycle"," 52","0.547424725","1.0000000","0.882429078","1.000000e+00","0.6848513070","1.000000000","0.849573794","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"951","Chemokine signaling pathway","121","0.525217958","1.0000000","0.892627678","1.000000e+00","0.7426220220","1.000000000","0.863936814","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"952","Ferroptosis"," 34","0.587279116","1.0000000","0.627220231","1.000000e+00","0.9554467350","1.000000000","0.843797471","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"953","SNARE interactions in vesicular transport"," 33","0.509698964","1.0000000","0.805067887","1.000000e+00","0.8589042640","1.000000000","0.838580157","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"954","Adherens junction"," 63","0.58177829","1.0000000","0.883908258","1.000000e+00","0.6883827720","1.000000000","0.864456574","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"955","Nitrogen metabolism","  8",NA,NA,"1","1.000000e+00","0.6244851100","1.000000000","0.999999991","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"956","Longevity regulating pathway"," 73","0.730998548","1.0000000","0.971127242","1.000000e+00","0.5186732420","1.000000000","0.950965248","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"957","Thyroid cancer"," 30","0.90792808","1.0000000","0.949011311","1.000000e+00","0.4284733580","1.000000000","0.968798045","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"958","Hypertrophic cardiomyopathy"," 48","1","1.0000000","0.79988948","1.000000e+00","0.4669771760","1.000000000","0.999998599","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"959","Collecting duct acid secretion"," 18","1","1.0000000","0.800324217","1.000000e+00","0.4677374370","1.000000000","0.999998611","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"960","Porphyrin and chlorophyll metabolism"," 19","1","1.0000000","0.897436359","1.000000e+00","0.4188131980","1.000000000","0.999999555","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"961","Homologous recombination"," 41","0.853899928","1.0000000","0.476689536","1.000000e+00","0.9333318600","1.000000000","0.890786386","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"962","Phosphatidylinositol signaling system"," 84","0.757555814","1.0000000","0.54919043","1.000000e+00","0.9203691980","1.000000000","0.860003270","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"963","Pathogenic Escherichia coli infection","162","0.454226982","1.0000000","0.978311627","1.000000e+00","0.8634227000","1.000000000","0.951415558","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"964","Parkinson disease","211","0.441336806","1.0000000","0.879764072","1.000000e+00","0.9927978710","1.000000000","0.946099561","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"965","Thermogenesis","190","0.858169418","1.0000000","0.45583679","1.000000e+00","0.9916724720","1.000000000","0.939788675","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"966","Regulation of actin cytoskeleton","159","0.406315056","1.0000000","0.998364927","1.000000e+00","0.9853489370","1.000000000","0.995261111","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"967","Arrhythmogenic right ventricular cardiomyopathy"," 40","1","1.0000000","0.420250615","1.000000e+00","0.9527663880","1.000000000","0.999998592","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"968","Glucagon signaling pathway"," 85","0.880697879","1.0000000","0.587651886","1.000000e+00","0.7739299710","1.000000000","0.886101274","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"969","Yersinia infection","114","0.418819051","1.0000000","0.987965691","1.000000e+00","0.9795866960","1.000000000","0.982944022","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"970","mRNA surveillance pathway"," 83","0.472827596","1.0000000","0.999996214","1.000000e+00","0.8596788800","1.000000000","0.999478468","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"971","Olfactory transduction"," 30","1","1.0000000","0.469953181","1.000000e+00","0.8771347930","1.000000000","0.999997544","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"972","Spliceosome","133","0.412603663","1.0000000","0.999970385","1.000000e+00","0.9999999280","1.000000000","0.999996424","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"973","Renin-angiotensin system"," 10","1","1.0000000","0.551476557","1.000000e+00","0.7484212330","1.000000000","0.999996794","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"974","D-Glutamine and D-glutamate metabolism","  4",NA,NA,"1","1.000000e+00","0.6778835880","1.000000000","0.999999994","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"975","Arginine biosynthesis"," 17",NA,NA,"0.898604789","1.000000e+00","0.7548905990","1.000000000","0.926111650","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"976","PD-L1 expression and PD-1 checkpoint pathway in cancer"," 78","0.717837475","1.0000000","0.996195874","1.000000e+00","0.5935873670","1.000000000","0.986189086","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"977","Proteoglycans in cancer","149","0.856348993","1.0000000","0.561142698","1.000000e+00","0.8869611740","1.000000000","0.896843630","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"978","Circadian entrainment"," 60","0.509698964","1.0000000","0.984870146","1.000000e+00","0.8493557370","1.000000000","0.965722872","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"979","Inositol phosphate metabolism"," 67","0.793410464","1.0000000","0.560338285","1.000000e+00","0.9713514390","1.000000000","0.914234370","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"980","Herpes simplex virus 1 infection","433","0.839373918","1.0000000","0.748177385","1.000000e+00","0.6877674480","1.000000000","0.898523409","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"981","Systemic lupus erythematosus"," 96","0.795637237","1.0000000","0.615813601","1.000000e+00","0.8892410100","1.000000000","0.885657104","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"982","Glycosaminoglycan biosynthesis - heparan sulfate / heparin"," 14",NA,NA,"1","1.000000e+00","0.7092030070","1.000000000","0.999999996","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"983","Glutamatergic synapse"," 74","0.509698964","1.0000000","0.959458782","1.000000e+00","0.9452245550","1.000000000","0.961244585","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"984","Adipocytokine signaling pathway"," 54","1","1.0000000","0.571649885","1.000000e+00","0.8127074890","1.000000000","0.999998169","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"985","Human immunodeficiency virus 1 infection","175","0.70914565","1.0000000","0.794375925","1.000000e+00","0.8328076590","1.000000000","0.897361952","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"986","Amoebiasis"," 59","1","1.0000000","0.838698859","1.000000e+00","0.5618313390","1.000000000","0.999999450","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"987","Aldosterone-regulated sodium reabsorption"," 27","0.733555144","1.0000000","0.897436359","1.000000e+00","0.7231155450","1.000000000","0.927836135","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"988","Vascular smooth muscle contraction"," 81","0.58177829","1.0000000","0.995730708","1.000000e+00","0.8226570030","1.000000000","0.986097547","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"989","Longevity regulating pathway - multiple species"," 48","0.985799988","1.0000000","0.97369099","1.000000e+00","0.5006186430","1.000000000","0.996493411","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"990","Alcoholism","140","0.717837475","1.0000000","0.97818211","1.000000e+00","0.7260197690","1.000000000","0.972554563","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"991","Morphine addiction"," 46","0.652700927","1.0000000","0.975846124","1.000000e+00","0.8149199310","1.000000000","0.970293293","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"992","Pyrimidine metabolism"," 45","0.587279116","1.0000000","0.932125375","1.000000e+00","0.9510968990","1.000000000","0.960044729","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"993","Nicotine addiction"," 12",NA,NA,NA,NA,"0.9749102180","1.000000000","0.974910218","1.00000000","X1O2PlusCyA - X19O2NoCyA",NA,NA,1,1
"994","Dilated cardiomyopathy"," 51","1","1.0000000","0.833673539","1.000000e+00","0.6648249930","1.000000000","0.999999654","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"995","Inflammatory mediator regulation of TRP channels"," 64","0.90792808","1.0000000","0.943811196","1.000000e+00","0.6700098060","1.000000000","0.980833939","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"996","Mismatch repair"," 23","0.655379398","1.0000000","0.886725159","1.000000e+00","0.9902034770","1.000000000","0.974208753","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"997","Nucleotide excision repair"," 46","0.714209374","1.0000000","0.84395831","1.000000e+00","0.9582815980","1.000000000","0.954885916","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"998","Type II diabetes mellitus"," 29","0.795637237","1.0000000","0.935442161","1.000000e+00","0.7859086570","1.000000000","0.966558646","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"999","Ribosome biogenesis in eukaryotes"," 80","0.603951061","1.0000000","0.978114565","1.000000e+00","0.9922541200","1.000000000","0.992127060","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1000","Retrograde endocannabinoid signaling"," 94","1","1.0000000","0.714041398","1.000000e+00","0.8597885190","1.000000000","0.999999635","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1001","Shigellosis","215","0.714097834","1.0000000","0.983227443","1.000000e+00","0.8786701210","1.000000000","0.986139193","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1002","Epithelial cell signaling in Helicobacter pylori infection"," 60","0.929452381","1.0000000","0.940255122","1.000000e+00","0.7276201420","1.000000000","0.986424296","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1003","Cytosolic DNA-sensing pathway"," 41","0.655379398","1.0000000","0.990815347","1.000000e+00","0.9823024450","1.000000000","0.995393794","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1004","Folate biosynthesis"," 15","1","1.0000000","0.69643547","1.000000e+00","0.9330446350","1.000000000","0.999999813","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1005","Platelet activation"," 90","0.877910949","1.0000000","0.999767899","1.000000e+00","0.7428007090","1.000000000","0.999496013","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1006","Pentose and glucuronate interconversions"," 13",NA,NA,"1","1.000000e+00","0.8678514010","1.000000000","0.999999999","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"1007","Bacterial invasion of epithelial cells"," 64","0.717837475","1.0000000","0.992654743","1.000000e+00","0.9502511180","1.000000000","0.995299598","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1008","Maturity onset diabetes of the young","  9","1","1.0000000","1","1.000000e+00","0.6915659860","1.000000000","1.000000000","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1009","Base excision repair"," 33","0.764390925","1.0000000","0.924120914","1.000000e+00","0.9962942930","1.000000000","0.992548011","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1010","Purine metabolism"," 99","0.806756698","1.0000000","0.983515827","1.000000e+00","0.8884234070","1.000000000","0.992282233","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1011","Tight junction","133","0.927574798","1.0000000","0.977863082","1.000000e+00","0.8376922890","1.000000000","0.995875281","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1012","Acute myeloid leukemia"," 56","0.788645762","1.0000000","0.968702138","1.000000e+00","0.9979811720","1.000000000","0.997761586","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1013","Serotonergic synapse"," 65","0.843293616","1.0000000","0.99286034","1.000000e+00","0.9165873540","1.000000000","0.997321651","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1014","RNA degradation"," 73","0.84454327","1.0000000","0.997852211","1.000000e+00","0.9320579800","1.000000000","0.999010726","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1015","Primary bile acid biosynthesis","  9",NA,NA,"1","1.000000e+00","0.9412185600","1.000000000","1.000000000","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,NA,1,1
"1016","Basal transcription factors"," 42","0.871690326","1.0000000","0.990815347","1.000000e+00","0.9224815710","1.000000000","0.997621106","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1017","Arachidonic acid metabolism"," 25","1","1.0000000","0.820177871","1.000000e+00","0.9721086010","1.000000000","0.999999981","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1018","Neutrophil extracellular trap formation","138","0.952768946","1.0000000","0.996067711","1.000000e+00","0.8449828860","1.000000000","0.999344634","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1019","Regulation of lipolysis in adipocytes"," 33","1","1.0000000","1","1.000000e+00","0.8129499610","1.000000000","1.000000000","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1020","Ether lipid metabolism"," 27","1","1.0000000","0.864961424","1.000000e+00","0.9721086010","1.000000000","0.999999991","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1021","DNA replication"," 36","0.968312721","1.0000000","0.986178072","1.000000e+00","0.9442692750","1.000000000","0.999444094","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1022","RNA transport","162","0.94466125","1.0000000","0.999658137","1.000000e+00","0.9905281980","1.000000000","0.999983760","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1023","Taste transduction"," 34","1","1.0000000","1","1.000000e+00","0.9468284610","1.000000000","1.000000000","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1024","Phosphonate and phosphinate metabolism","  5","1","1.0000000","1","1.000000e+00","1.0000000000","1.000000000","1.000000000","1.00000000","X1O2PlusCyA - X19O2NoCyA",1,1,1,1
"1025","Linoleic acid metabolism","  9",NA,NA,NA,NA,"1.0000000000","1.000000000","1.000000000","1.00000000","X1O2PlusCyA - X19O2NoCyA",NA,NA,1,1
"1026","Biotin metabolism","  3",NA,NA,NA,NA,"1.0000000000","1.000000000","1.000000000","1.00000000","X1O2PlusCyA - X19O2NoCyA",NA,NA,1,1
